1 , 4, 2 , 4, 3 , 4, 3 , 9, 4 , 9, 6 , 9, 8 , 10, 7 , 11, 2 
                      , 12, 4 , 12, 8 , 12, 9 , 12, 11 , 12, 9 , 13, 6 , 15, 10 , 
                      16, 11 , 16, 1 , 17, 10 , 17, 16 , 17, 11 , 19, 13 , 19, 18 , 
                      19, 3 , 20, 6 , 20, 13 , 20, 14 , 20, 15 , 20, 5 , 21, 8 , 21, 
                      16 , 21, 15 , 22, 17 , 22, 18 , 22, 20 , 23, 17 , 24, 22 , 24, 
                      23 , 24, 19 , 25, 21 , 25, 22 , 25, 24 , 25, 1 , 26, 4 , 26, 
                      10 , 26, 13 , 26, 17 , 26, 25 , 26, 3 , 27, 8 , 27, 13 , 27, 
                      14 , 27, 15 , 27, 21 , 27, 26 , 27, 5 , 28, 10 , 28, 18 , 28, 
                      22 , 28, 24 , 28, 4 , 29, 10 , 29, 12 , 29, 16 , 29, 17 , 29, 
                      18 , 29, 24 , 29, 5 , 30, 16 , 30, 21 , 30, 14 , 31, 18 , 31, 
                      19 , 31, 1 , 32, 6 , 32, 8 , 32, 23 , 32, 26 , 32, 29 , 32, 8 
                      , 33, 11 , 33, 25 , 33, 32 , 33, 3 , 34, 6 , 34, 7 , 34, 12 , 
                      34, 17 , 34, 24 , 34, 26 , 34, 31 , 34, 6 , 35, 7 , 35, 8 , 
                      35, 10 , 35, 16 , 35, 24 , 35, 8 , 36, 28 , 36, 3 , 37, 10 , 
                      37, 14 , 37, 21 , 37, 22 , 37, 23 , 37, 32 , 37, 35 , 37, 1 , 
                      38, 11 , 38, 19 , 38, 23 , 38, 26 , 38, 28 , 38, 32 , 38, 34 , 
                      38, 6 , 39, 11 , 39, 20 , 39, 26 , 39, 29 , 39, 34 , 39, 5 , 
                      40, 10 , 40, 13 , 40, 27 , 40, 31 , 40, 34 , 40, 10 , 41, 11 , 
                      41, 31 , 41, 35 , 41, 36 , 41, 1 , 42, 2 , 42, 5 , 42, 6 , 42, 
                      8 , 42, 12 , 42, 16 , 42, 19 , 42, 31 , 42, 33 , 42, 6 , 43, 
                      14 , 43, 20 , 43, 26 , 43, 33 , 43, 39 , 43, 8 , 44, 16 , 44, 
                      19 , 44, 23 , 44, 32 , 44, 4 , 45, 6 , 45, 10 , 45, 12 , 45, 
                      24 , 45, 25 , 45, 27 , 45, 28 , 45, 32 , 45, 39 , 45, 13 , 46, 
                      14 , 46, 19 , 46, 25 , 46, 26 , 46, 27 , 46, 39 , 46, 45 , 46, 
                      2 , 47, 4 , 47, 16 , 47, 22 , 47, 27 , 47, 34 , 47, 9 , 48, 14 
                      , 48, 29 , 48, 31 , 48, 34 , 48, 43 , 48, 47 , 48, 7 , 49, 21 
                      , 49, 24 , 49, 32 , 49, 45 , 49, 3 , 50, 5 , 50, 18 , 50, 25 
                      , 50, 42 , 50, 19 , 51, 20 , 51, 24 , 51, 35 , 51, 40 , 51, 47 
                      , 51, 8 , 52, 13 , 52, 18 , 52, 29 , 52, 32 , 52, 34 , 52, 36 
                      , 52, 39 , 52, 48 , 52, 4 , 53, 8 , 53, 13 , 53, 20 , 53, 27 
                      , 53, 39 , 53, 46 , 53, 8 , 54, 15 , 54, 17 , 54, 25 , 54, 27 
                      , 54, 45 , 54, 50 , 54, 20 , 55, 26 , 55, 29 , 55, 32 , 55, 40 
                      , 55, 53 , 55, 54 , 55, 2 , 56, 20 , 56, 30 , 56, 37 , 56, 42 
                      , 56, 43 , 56, 46 , 56, 11 , 57, 23 , 57, 43 , 57, 44 , 57, 45 
                      , 57, 56 , 57, 14 , 58, 31 , 58, 52 , 58, 52 , 59, 55 , 59, 9 
                      , 60, 13 , 60, 26 , 60, 27 , 60, 30 , 60, 35 , 60, 3 , 61, 8 
                      , 61, 9 , 61, 10 , 61, 13 , 61, 28 , 61, 32 , 61, 33 , 61, 45 
                      , 61, 49 , 61, 52 , 61, 56 , 61, 4 , 62, 13 , 62, 21 , 62, 42 
                      , 62, 51 , 62, 55 , 62, 58 , 62, 61 , 62, 5 , 63, 10 , 63, 20 
                      , 63, 39 , 63, 44 , 63, 49 , 63, 56 , 63, 60 , 63, 2 , 64, 4 
                      , 64, 11 , 64, 15 , 64, 29 , 64, 37 , 64, 38 , 64, 48 , 64, 49 
                      , 64, 53 , 64, 54 , 64, 57 , 64, 59 , 64, 63 , 64, 2 , 65, 12 
                      , 65, 13 , 65, 14 , 65, 15 , 65, 19 , 65, 34 , 65, 37 , 65, 42 
                      , 65, 9 , 66, 12 , 66, 13 , 66, 16 , 66, 33 , 66, 36 , 66, 37 
                      , 66, 1 , 67, 16 , 67, 23 , 67, 30 , 67, 33 , 67, 36 , 67, 45 
                      , 67, 52 , 67, 57 , 67, 5 , 68, 6 , 68, 17 , 68, 27 , 68, 30 
                      , 68, 37 , 68, 41 , 68, 54 , 68, 56 , 68, 58 , 68, 64 , 68, 7 
                      , 69, 8 , 69, 14 , 69, 18 , 69, 30 , 69, 32 , 69, 34 , 69, 35 
                      , 69, 37 , 69, 38 , 69, 47 , 69, 61 , 69, 65 , 69, 1 , 70, 17 
                      , 70, 23 , 70, 38 , 70, 49 , 70, 56 , 70, 1 , 71, 6 , 71, 15 
                      , 71, 17 , 71, 28 , 71, 32 , 71, 36 , 71, 41 , 71, 44 , 71, 53 
                      , 71, 55 , 71, 62 , 71, 68 , 71, 5 , 72, 10 , 72, 11 , 72, 15 
                      , 72, 29 , 72, 32 , 72, 34 , 72, 47 , 72, 49 , 72, 53 , 72, 58 
                      , 72, 68 , 72, 6 , 73, 9 , 73, 16 , 73, 24 , 73, 27 , 73, 37 
                      , 73, 54 , 73, 55 , 73, 60 , 73, 61 , 73, 63 , 73, 4 , 74, 5 
                      , 74, 24 , 74, 32 , 74, 39 , 74, 41 , 74, 47 , 74, 48 , 74, 52 
                      , 74, 54 , 74, 56 , 74, 66 , 74, 4 , 75, 15 , 75, 26 , 75, 50 
                      , 75, 67 , 75, 8 , 76, 9 , 76, 12 , 76, 15 , 76, 21 , 76, 35 
                      , 76, 37 , 76, 39 , 76, 40 , 76, 43 , 76, 51 , 76, 53 , 76, 56 
                      , 76, 67 , 76, 2 , 77, 22 , 77, 38 , 77, 46 , 77, 50 , 77, 64 
                      , 77, 68 , 77, 2 , 78, 4 , 78, 5 , 78, 10 , 78, 11 , 78, 15 , 
                      78, 18 , 78, 22 , 78, 39 , 78, 50 , 78, 63 , 78, 71 , 78, 72 , 
                      78, 74 , 78, 10 , 79, 16 , 79, 20 , 79, 22 , 79, 23 , 79, 49 , 
                      79, 64 , 79, 76 , 79, 5 , 80, 7 , 80, 12 , 80, 15 , 80, 18 , 
                      80, 28 , 80, 30 , 80, 32 , 80, 33 , 80, 41 , 80, 46 , 80, 49 , 
