1 , 7, 1 , 11, 1 , 32, 1 , 33, 1 , 39, 1 , 48, 1 , 49, 1 , 
63, 1 , 64, 1 , 73, 2 , 3, 2 , 6, 2 , 7, 2 , 16, 2 , 19, 2 , 
22, 2 , 32, 2 , 55, 2 , 71, 3 , 5, 3 , 9, 3 , 15, 3 , 19, 3 , 
24, 3 , 39, 3 , 42, 3 , 48, 3 , 52, 3 , 70, 3 , 72, 3 , 77, 3 
, 80, 4 , 11, 4 , 15, 4 , 17, 4 , 30, 4 , 38, 4 , 39, 4 , 45, 
4 , 48, 4 , 60, 4 , 74, 4 , 75, 5 , 14, 5 , 19, 5 , 25, 5 , 
31, 5 , 79, 6 , 35, 6 , 41, 6 , 49, 6 , 50, 6 , 53, 6 , 65, 6 
, 66, 7 , 13, 7 , 17, 7 , 32, 7 , 33, 7 , 51, 7 , 63, 7 , 66, 
7 , 73, 8 , 14, 8 , 30, 8 , 50, 8 , 72, 8 , 78, 9 , 18, 9 , 
21, 9 , 24, 9 , 44, 9 , 46, 9 , 52, 9 , 53, 9 , 66, 9 , 67, 9 
, 69, 9 , 78, 10 , 16, 10 , 18, 10 , 23, 10 , 31, 10 , 34, 10 
, 35, 10 , 40, 10 , 47, 10 , 53, 10 , 58, 10 , 64, 10 , 68, 10 
, 75, 10 , 77, 10 , 80, 11 , 16, 11 , 18, 11 , 37, 11 , 52, 11 
, 65, 11 , 67, 11 , 75, 12 , 28, 12 , 30, 12 , 39, 12 , 53, 12 
, 56, 12 , 65, 12 , 69, 12 , 71, 12 , 75, 12 , 78, 13 , 39, 13 
, 40, 13 , 42, 13 , 63, 13 , 69, 14 , 23, 14 , 29, 14 , 47, 14 
, 68, 14 , 70, 15 , 18, 15 , 22, 15 , 56, 15 , 60, 15 , 74, 16 
, 26, 16 , 27, 16 , 63, 17 , 40, 17 , 47, 17 , 56, 17 , 62, 17 
, 63, 17 , 73, 18 , 19, 18 , 22, 18 , 36, 18 , 37, 18 , 41, 18 
, 44, 18 , 53, 18 , 55, 18 , 60, 18 , 63, 18 , 73, 19 , 25, 19 
, 26, 19 , 29, 19 , 56, 19 , 70, 20 , 31, 20 , 68, 20 , 80, 21 
, 22, 21 , 27, 21 , 30, 21 , 32, 21 , 36, 21 , 42, 21 , 56, 21 
, 68, 21 , 69, 21 , 74, 21 , 77, 22 , 23, 22 , 28, 22 , 34, 22 
, 35, 22 , 49, 22 , 51, 22 , 52, 22 , 54, 22 , 55, 22 , 64, 22 
, 69, 22 , 80, 23 , 35, 23 , 53, 23 , 54, 23 , 73, 23 , 76, 24 
, 32, 24 , 38, 24 , 43, 24 , 56, 25 , 44, 25 , 61, 25 , 80, 26 
, 39, 26 , 40, 26 , 60, 27 , 31, 27 , 39, 27 , 51, 27 , 66, 27 
, 70, 27 , 73, 28 , 29, 28 , 38, 28 , 53, 28 , 56, 28 , 65, 28 
, 68, 28 , 75, 29 , 31, 29 , 63, 29 , 72, 29 , 78, 30 , 35, 30 
, 41, 30 , 50, 30 , 73, 30 , 74, 31 , 32, 31 , 57, 31 , 58, 31 
, 61, 31 , 75, 31 , 77, 32 , 35, 32 , 40, 32 , 41, 32 , 53, 32 
, 65, 32 , 70, 32 , 75, 32 , 78, 33 , 39, 33 , 46, 33 , 56, 33 
, 66, 33 , 69, 34 , 36, 34 , 42, 34 , 46, 34 , 48, 34 , 58, 34 
, 60, 34 , 63, 34 , 67, 35 , 50, 35 , 77, 36 , 53, 36 , 54, 36 
, 59, 36 , 63, 36 , 69, 37 , 39, 37 , 54, 37 , 57, 37 , 60, 38 
, 46, 38 , 51, 38 , 62, 38 , 64, 38 , 73, 38 , 74, 38 , 79, 39 
, 40, 39 , 41, 39 , 59, 39 , 60, 39 , 70, 39 , 80, 40 , 60, 40 
, 61, 40 , 70, 41 , 47, 41 , 51, 41 , 61, 42 , 48, 42 , 51, 42 
, 68, 42 , 79, 43 , 49, 43 , 54, 43 , 58, 43 , 60, 44 , 50, 44 
, 52, 44 , 59, 44 , 77, 44 , 78, 44 , 79, 45 , 78, 46 , 56, 46 
, 61, 47 , 55, 47 , 57, 47 , 61, 47 , 79, 48 , 67, 48 , 68, 48 
, 69, 48 , 70, 48 , 76, 48 , 78, 49 , 53, 49 , 62, 49 , 70, 50 
, 55, 50 , 62, 50 , 69, 51 , 64, 51 , 78, 52 , 72, 53 , 54, 53 
, 70, 53 , 76, 54 , 60, 54 , 65, 54 , 71, 54 , 73, 54 , 75, 54 
, 77, 55 , 62, 55 , 64, 55 , 66, 55 , 71, 56 , 66, 56 , 78, 57 
, 58, 57 , 59, 57 , 72, 58 , 62, 58 , 69, 58 , 71, 58 , 76, 59 
, 62, 59 , 64, 59 , 71, 60 , 61, 60 , 65, 60 , 77, 60 , 80, 62 
, 71, 63 , 73, 64 , 76, 66 , 67, 66 , 73, 66 , 78, 67 , 74, 68 
, 78, 68 , 80, 69 , 73, 70 , 74, 70 , 76, 72 , 76, 75 , 80
