1 , 17, 1 , 20, 1 , 27, 1 , 39, 1 , 57, 1 , 61, 1 , 74, 1 , 
83, 1 , 86, 1 , 89, 2 , 5, 2 , 20, 2 , 22, 2 , 25, 2 , 28, 2 
, 36, 2 , 37, 2 , 40, 2 , 46, 2 , 48, 2 , 53, 2 , 56, 2 , 59, 
2 , 62, 2 , 67, 2 , 69, 2 , 75, 2 , 90, 3 , 4, 3 , 6, 3 , 7, 
3 , 8, 3 , 14, 3 , 17, 3 , 23, 3 , 31, 3 , 34, 3 , 36, 3 , 
39, 3 , 47, 3 , 52, 3 , 53, 3 , 55, 3 , 67, 3 , 74, 3 , 77, 3 
, 82, 3 , 86, 3 , 87, 3 , 89, 4 , 8, 4 , 11, 4 , 14, 4 , 16, 
4 , 26, 4 , 27, 4 , 29, 4 , 32, 4 , 49, 4 , 64, 4 , 67, 4 , 
75, 4 , 77, 5 , 10, 5 , 12, 5 , 16, 5 , 21, 5 , 30, 5 , 38, 5 
, 42, 5 , 43, 5 , 47, 5 , 53, 5 , 59, 5 , 62, 5 , 67, 5 , 71, 
5 , 77, 5 , 84, 6 , 11, 6 , 12, 6 , 26, 6 , 29, 6 , 37, 6 , 
39, 6 , 48, 6 , 54, 6 , 55, 6 , 56, 6 , 61, 6 , 62, 6 , 75, 6 
, 79, 6 , 85, 7 , 17, 7 , 21, 7 , 27, 7 , 41, 7 , 43, 7 , 52, 
7 , 61, 7 , 65, 7 , 76, 7 , 82, 7 , 88, 7 , 90, 8 , 9, 8 , 
10, 8 , 15, 8 , 22, 8 , 29, 8 , 32, 8 , 40, 8 , 43, 8 , 46, 8 
, 54, 8 , 55, 8 , 56, 8 , 59, 8 , 68, 8 , 73, 8 , 85, 8 , 89, 
8 , 90, 9 , 18, 9 , 23, 9 , 29, 9 , 30, 9 , 35, 9 , 46, 9 , 
48, 9 , 52, 9 , 55, 9 , 56, 9 , 59, 9 , 60, 9 , 61, 9 , 65, 9 
, 79, 9 , 89, 10 , 11, 10 , 21, 10 , 27, 10 , 37, 10 , 41, 10 
, 50, 10 , 54, 10 , 63, 10 , 66, 10 , 69, 10 , 72, 10 , 73, 10 
, 76, 10 , 86, 10 , 88, 10 , 89, 10 , 90, 11 , 15, 11 , 19, 11 
, 27, 11 , 28, 11 , 35, 11 , 37, 11 , 43, 11 , 44, 11 , 47, 11 
, 49, 11 , 50, 11 , 57, 11 , 59, 11 , 62, 11 , 64, 11 , 65, 11 
, 69, 11 , 72, 11 , 73, 11 , 77, 11 , 84, 11 , 85, 11 , 89, 12 
, 16, 12 , 22, 12 , 23, 12 , 26, 12 , 32, 12 , 38, 12 , 40, 12 
, 42, 12 , 43, 12 , 45, 12 , 51, 12 , 52, 12 , 54, 12 , 55, 12 
, 56, 12 , 57, 12 , 58, 12 , 66, 12 , 69, 12 , 78, 12 , 87, 13 
, 15, 13 , 20, 13 , 24, 13 , 26, 13 , 27, 13 , 29, 13 , 30, 13 
, 36, 13 , 48, 13 , 51, 13 , 61, 13 , 78, 13 , 80, 13 , 81, 13 
, 87, 13 , 88, 13 , 89, 14 , 20, 14 , 23, 14 , 34, 14 , 47, 14 
, 48, 14 , 54, 14 , 64, 14 , 78, 14 , 86, 15 , 16, 15 , 24, 15 
, 29, 15 , 35, 15 , 41, 15 , 45, 15 , 54, 15 , 56, 15 , 57, 15 
, 58, 15 , 65, 15 , 76, 15 , 81, 16 , 20, 16 , 28, 16 , 38, 16 
, 44, 16 , 45, 16 , 47, 16 , 48, 16 , 55, 16 , 57, 16 , 58, 16 
, 59, 16 , 63, 16 , 64, 16 , 69, 16 , 71, 16 , 77, 16 , 83, 16 
, 86, 17 , 20, 17 , 21, 17 , 34, 17 , 47, 17 , 49, 17 , 61, 17 
, 69, 17 , 70, 17 , 71, 17 , 76, 17 , 81, 17 , 87, 18 , 21, 18 
