1 , 2, 1 , 13, 1 , 14, 1 , 19, 1 , 44, 1 , 50, 1 , 55, 2 , 
12, 2 , 27, 2 , 37, 2 , 44, 2 , 49, 2 , 51, 2 , 57, 3 , 9, 3 
, 51, 4 , 6, 4 , 16, 4 , 43, 4 , 45, 4 , 48, 4 , 56, 5 , 18, 
5 , 44, 5 , 45, 5 , 53, 5 , 57, 6 , 11, 6 , 17, 6 , 25, 6 , 
30, 6 , 46, 6 , 50, 6 , 58, 7 , 11, 7 , 23, 7 , 25, 7 , 33, 7 
, 36, 7 , 49, 7 , 57, 8 , 9, 8 , 14, 8 , 17, 8 , 33, 8 , 42, 
8 , 57, 9 , 11, 9 , 15, 9 , 18, 9 , 27, 9 , 46, 9 , 53, 9 , 
57, 10 , 59, 11 , 17, 11 , 26, 11 , 42, 11 , 44, 11 , 50, 12 , 
14, 12 , 15, 12 , 19, 12 , 21, 12 , 26, 12 , 30, 13 , 16, 13 , 
17, 13 , 25, 13 , 30, 13 , 32, 13 , 37, 13 , 39, 13 , 40, 13 , 
57, 14 , 15, 14 , 25, 14 , 26, 14 , 43, 14 , 54, 15 , 22, 15 , 
25, 15 , 37, 15 , 40, 15 , 43, 15 , 60, 16 , 22, 16 , 24, 16 , 
29, 16 , 30, 17 , 26, 17 , 28, 17 , 33, 17 , 36, 17 , 37, 17 , 
46, 17 , 52, 18 , 22, 18 , 30, 18 , 33, 18 , 41, 18 , 49, 18 , 
52, 18 , 53, 19 , 34, 19 , 36, 19 , 37, 19 , 42, 20 , 28, 20 , 
32, 20 , 50, 20 , 55, 20 , 59, 21 , 22, 21 , 32, 21 , 46, 21 , 
59, 22 , 29, 22 , 56, 22 , 59, 23 , 30, 23 , 50, 23 , 52, 23 , 
53, 23 , 57, 24 , 36, 24 , 43, 24 , 46, 24 , 57, 25 , 27, 25 , 
46, 25 , 50, 25 , 56, 25 , 57, 25 , 58, 26 , 27, 26 , 30, 26 , 
47, 26 , 48, 26 , 53, 26 , 57, 27 , 36, 27 , 37, 28 , 30, 28 , 
48, 28 , 51, 28 , 58, 29 , 32, 29 , 38, 29 , 45, 29 , 58, 30 , 
43, 30 , 52, 31 , 35, 31 , 39, 31 , 45, 31 , 46, 31 , 52, 31 , 
58, 32 , 46, 32 , 55, 33 , 36, 34 , 44, 34 , 49, 34 , 52, 35 , 
45, 35 , 57, 35 , 58, 36 , 53, 36 , 59, 37 , 49, 37 , 60, 38 , 
48, 40 , 42, 40 , 50, 41 , 42, 41 , 53, 41 , 58, 42 , 43, 42 , 
50, 43 , 52, 43 , 53, 43 , 59, 44 , 56, 44 , 59, 46 , 51, 46 , 
54, 46 , 59, 47 , 48, 47 , 49, 47 , 50, 47 , 56, 48 , 49, 48 , 
53, 48 , 57, 49 , 55, 53 , 57, 54 , 60, 55 , 59, 58 , 59
