1 , 10, 1 , 18, 1 , 24, 1 , 27, 1 , 32, 1 , 35, 1 , 43, 1 , 
56, 1 , 60, 2 , 7, 2 , 9, 2 , 26, 2 , 27, 2 , 28, 2 , 29, 2 , 
40, 2 , 55, 2 , 56, 3 , 9, 3 , 14, 3 , 41, 3 , 43, 3 , 44, 3 
, 47, 3 , 52, 4 , 32, 4 , 47, 4 , 51, 4 , 56, 5 , 20, 5 , 21, 
5 , 32, 5 , 33, 5 , 40, 6 , 10, 6 , 31, 6 , 47, 6 , 49, 6 , 
54, 7 , 22, 7 , 43, 7 , 46, 7 , 50, 7 , 54, 8 , 16, 8 , 18, 8 
, 31, 8 , 45, 8 , 46, 9 , 11, 9 , 15, 9 , 49, 9 , 53, 10 , 
14, 10 , 23, 10 , 24, 10 , 40, 10 , 42, 10 , 43, 10 , 52, 11 , 
12, 11 , 14, 11 , 16, 11 , 30, 11 , 49, 11 , 51, 11 , 52, 11 , 
53, 11 , 58, 12 , 17, 12 , 19, 12 , 20, 12 , 33, 12 , 35, 12 , 
48, 12 , 53, 12 , 54, 12 , 58, 13 , 17, 13 , 19, 13 , 20, 13 , 
29, 13 , 31, 13 , 35, 13 , 36, 13 , 42, 13 , 43, 14 , 15, 14 , 
29, 14 , 45, 15 , 30, 15 , 34, 15 , 49, 16 , 31, 16 , 34, 16 , 
35, 16 , 48, 16 , 55, 17 , 23, 17 , 46, 17 , 58, 17 , 60, 18 , 
31, 18 , 39, 18 , 50, 19 , 29, 19 , 32, 19 , 46, 19 , 58, 20 , 
32, 20 , 51, 20 , 57, 21 , 23, 21 , 29, 21 , 35, 21 , 46, 21 , 
51, 22 , 26, 22 , 31, 22 , 34, 22 , 36, 22 , 39, 22 , 46, 22 , 
50, 22 , 51, 23 , 44, 23 , 45, 23 , 47, 23 , 50, 24 , 26, 24 , 
30, 24 , 40, 24 , 48, 24 , 50, 24 , 58, 25 , 28, 25 , 40, 25 , 
41, 25 , 57, 26 , 27, 26 , 28, 26 , 36, 26 , 44, 26 , 45, 26 , 
47, 26 , 51, 26 , 58, 27 , 37, 27 , 41, 27 , 43, 27 , 55, 28 , 
34, 28 , 44, 29 , 46, 30 , 32, 30 , 36, 30 , 44, 30 , 47, 30 , 
48, 31 , 34, 31 , 40, 31 , 42, 31 , 43, 31 , 54, 32 , 39, 32 , 
51, 32 , 55, 33 , 48, 34 , 46, 34 , 47, 34 , 56, 34 , 60, 35 , 
42, 35 , 54, 35 , 56, 35 , 58, 35 , 59, 35 , 60, 36 , 37, 36 , 
45, 37 , 39, 37 , 53, 38 , 41, 39 , 41, 39 , 44, 39 , 56, 39 , 
58, 40 , 43, 40 , 58, 41 , 42, 41 , 44, 41 , 48, 41 , 50, 42 , 
48, 42 , 50, 43 , 49, 43 , 52, 44 , 47, 44 , 50, 44 , 51, 44 , 
54, 44 , 56, 44 , 59, 45 , 48, 45 , 52, 45 , 58, 45 , 60, 46 , 
53, 47 , 56, 47 , 58, 48 , 55, 48 , 57, 49 , 50, 50 , 51, 52 , 
58, 53 , 55, 53 , 56, 53 , 57, 53 , 59, 55 , 60
